19,Ace Ventura: When Nature Calls (1995),Comedy,https://image.tmdb.org/t/p/w200//wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,https://image.tmdb.org/t/p/w200//jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg
21,Get Shorty (1995),Comedy|Crime|Thriller,https://image.tmdb.org/t/p/w200//r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,https://image.tmdb.org/t/p/w200//sch1NNy1q6O50qaUG0MqoU8z9GD.jpg
23,Assassins (1995),Action|Crime|Thriller,https://image.tmdb.org/t/p/w200//guEH393qNWWh2wBJoGP7oqmjTK5.jpg
24,Powder (1995),Drama|Sci-Fi,https://image.tmdb.org/t/p/w200//kImKATjY4EsK5MDgrmpJdGbQEbq.jpg
25,Leaving Las Vegas (1995),Drama|Romance,https://image.tmdb.org/t/p/w200//nqc2LaUWB4ePf6IqpJ6D8apBDvn.jpg
26,Othello (1995),Drama,https://image.tmdb.org/t/p/w200//2IS8i2FVKV9kD9KS3QJaEWcwHpx.jpg
27,Now and Then (1995),Children|Drama,https://image.tmdb.org/t/p/w200//5nkAaadxFzzYfFyN3Q5j4VZKRsA.jpg
28,Persuasion (1995),Drama|Romance,https://image.tmdb.org/t/p/w200//tYOFCtgLb4hfuwhXKBWwAobWhwS.jpg
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,https://image.tmdb.org/t/p/w200//tzG1UxUSfPACREjgBrsPDRUvneH.jpg
31,Dangerous Minds (1995),Drama,https://image.tmdb.org/t/p/w200//yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w200//fCZnJSARoTbLefr9ThwWBSkJ7oR.jpg
34,Babe (1995),Children|Drama,https://image.tmdb.org/t/p/w200//zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg
36,Dead Man Walking (1995),Crime|Drama,https://image.tmdb.org/t/p/w200//wQmmJi5ypfHH2boXrQBmsep7qb2.jpg
38,It Takes Two (1995),Children|Comedy,https://image.tmdb.org/t/p/w200//sdes5TrRbymELYLG85YIxmFb1OP.jpg
39,Clueless (1995),Comedy|Romance,https://image.tmdb.org/t/p/w200//71RW4lkES2Dt7vSLSXvekGYNskG.jpg
41,Richard III (1995),Drama|War,https://image.tmdb.org/t/p/w200//aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg
42,Dead Presidents (1995),Action|Crime|Drama,https://image.tmdb.org/t/p/w200//eGfsSXizR11tTHVo0kuOOFPAxZt.jpg
43,Restoration (1995),Drama,https://image.tmdb.org/t/p/w200//z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg
44,Mortal Kombat (1995),Action|Adventure|Fantasy,https://image.tmdb.org/t/p/w200//nkayOAUBUu4mMvyNf9iHSUiPjF1.jpg
45,To Die For (1995),Comedy|Drama|Thriller,https://image.tmdb.org/t/p/w200//aedhsShrlJVhLlwhtlmFJgR4Szs.jpg
46,How to Make an American Quilt (1995),Drama|Romance,https://image.tmdb.org/t/p/w200//vwYRaERccwXWCYrTzeWRZRarJOo.jpg
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,https://image.tmdb.org/t/p/w200//ezcS78TIjgr85pVdaPDd2rSPVNs.jpg
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,https://image.tmdb.org/t/p/w200//kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg
49,When Night Is Falling (1995),Drama|Romance,https://image.tmdb.org/t/p/w200//f9edMkT6bLXVvZICn47ARnQ1Iu5.jpg
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w200//cm0oPKizOQlsXpGYvrHvpELfxdi.jpg
53,Lamerica (1994),Adventure|Drama,https://image.tmdb.org/t/p/w200//nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg
55,Georgia (1995),Drama,https://image.tmdb.org/t/p/w200//68kFdluafITRWdPQBHySrn7wPNu.jpg
57,Home for the Holidays (1995),Drama,https://image.tmdb.org/t/p/w200//a8MslR6deQQVe8JR542XDSwHiPB.jpg
61,Eye for an Eye (1996),Drama|Thriller,https://image.tmdb.org/t/p/w200//y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg
62,Mr. Holland's Opus (1995),Drama,https://image.tmdb.org/t/p/w200//kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,https://image.tmdb.org/t/p/w200//HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg
64,Two if by Sea (1996),Comedy|Romance,https://image.tmdb.org/t/p/w200//xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg
65,Bio-Dome (1996),Comedy,https://image.tmdb.org/t/p/w200//pjSkGZAvksrbO6tGain8PJ3rfC7.jpg
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w200//nsKDpcdC62krEPlCKKjLSHuMwwu.jpg
68,French Twist (Gazon maudit) (1995),Comedy|Romance,https://image.tmdb.org/t/p/w200//xlLnHizshGBwMiNrnop2kg2nYzE.jpg
69,Friday (1995),Comedy,https://image.tmdb.org/t/p/w200//2lReF53F8trkC68piGSfk0JVwWU.jpg
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,https://image.tmdb.org/t/p/w200//sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg
71,Fair Game (1995),Action,https://image.tmdb.org/t/p/w200//qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg
72,Kicking and Screaming (1995),Comedy|Drama,https://image.tmdb.org/t/p/w200//n5Cc91HgRtY2zsWZV6fXcwVWuWl.jpg
74,Bed of Roses (1996),Drama|Romance,https://image.tmdb.org/t/p/w200//nLRio5v1QHW0Dw4VLmMhC1FZEJc.jpg
75,Big Bully (1996),Comedy|Drama,https://image.tmdb.org/t/p/w200//dws3JR4Yi325Tz33XnuXEB6XjGr.jpg
76,Screamers (1995),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w200//oDGJGbzBkNXhCZfZMR6gjtKkKkI.jpg
77,Nico Icon (1995),Documentary,https://image.tmdb.org/t/p/w200//4qO219U8z1XeHLni800jCsbpSs0.jpg
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,https://image.tmdb.org/t/p/w200//oPp6Gbrasox66WyMvPS0k8OakQf.jpg
82,Antonia's Line (Antonia) (1995),Comedy|Drama,https://image.tmdb.org/t/p/w200//nUCVi6bBIL7LGC61nYaCqikAhIA.jpg
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,https://image.tmdb.org/t/p/w200//45xucuNlia6vEPWYrYu2QlnwgpO.jpg
85,Angels and Insects (1995),Drama|Romance,https://image.tmdb.org/t/p/w200//w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg
86,White Squall (1996),Action|Adventure|Drama,https://image.tmdb.org/t/p/w200//5xF4qy44Lvv68glS7eHWH7laTqt.jpg
87,Dunston Checks In (1996),Children|Comedy,https://image.tmdb.org/t/p/w200//xR2cWC04kWNr7TBeXNOf4uOqn00.jpg
88,Black Sheep (1996),Comedy,https://image.tmdb.org/t/p/w200//b6Spp82Tg8rv4YUSHGWFqFbgp0q.jpg
89,Nick of Time (1995),Action|Thriller,https://image.tmdb.org/t/p/w200//A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg
92,Mary Reilly (1996),Drama|Horror|Thriller,https://image.tmdb.org/t/p/w200//eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,https://image.tmdb.org/t/p/w200//i8ZD5LsBjwF45MsZ1nCClpvaOcn.jpg
94,Beautiful Girls (1996),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w200//sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg
95,Broken Arrow (1996),Action|Adventure|Thriller,https://image.tmdb.org/t/p/w200//2AlvHCeaZtFeR2H0IDoa2BmXOyK.jpg
96,In the Bleak Midwinter (1995),Comedy|Drama,https://image.tmdb.org/t/p/w200//cl5WtKNYL7porHGCroRTAKCGlTM.jpg
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,https://image.tmdb.org/t/p/w200//laPSb9I8TuYslOh1OcgaTByWKnw.jpg
100,City Hall (1996),Drama|Thriller,https://image.tmdb.org/t/p/w200//g6JjdkmdElHIoNVaEso0BmjRDQT.jpg
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,https://image.tmdb.org/t/p/w200//6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg
102,Mr. Wrong (1996),Comedy,https://image.tmdb.org/t/p/w200//yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w200//jKyjJu3N0bcF9TzcyGLb0Nn6Uqq.jpg
104,Happy Gilmore (1996),Comedy,https://image.tmdb.org/t/p/w200//4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,https://image.tmdb.org/t/p/w200//k4KW2CUkzDKaCy4H4cS02cO8gvV.jpg
108,Catwalk (1996),Documentary,https://image.tmdb.org/t/p/w200//sQ2dk0qd3rhfT1776GcFnLj4s1U.jpg
110,Braveheart (1995),Action|Drama|War,https://image.tmdb.org/t/p/w200//or1gBugydmjToAEq7OZY0owwFk.jpg
111,Taxi Driver (1976),Crime|Drama|Thriller,https://image.tmdb.org/t/p/w200//ekstpH614fwDX8DUln1a2Opz0N8.jpg
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,https://image.tmdb.org/t/p/w200//1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg
113,Before and After (1996),Drama|Mystery,https://image.tmdb.org/t/p/w200//oK8UKDrjFS14OFoihaQPfmmMOyI.jpg
116,Anne Frank Remembered (1995),Documentary,https://image.tmdb.org/t/p/w200//6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg
118,If Lucy Fell (1996),Comedy|Romance,https://image.tmdb.org/t/p/w200//ig5LhLEnlt7QCyYjgui082fO4ih.jpg
122,Boomerang (1992),Comedy|Romance,https://image.tmdb.org/t/p/w200//r2sdbeH3Jp087Au7Ls3UrF3DAnH.jpg
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,https://image.tmdb.org/t/p/w200//43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg
125,Flirting With Disaster (1996),Comedy,https://image.tmdb.org/t/p/w200//sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg
128,Jupiter's Wife (1994),Documentary,
129,Pie in the Sky (1996),Comedy|Romance,
132,Jade (1995),Thriller,https://image.tmdb.org/t/p/w200//lPkDrz6e5DWkKailsx3mIjtq0GF.jpg
135,Down Periscope (1996),Comedy,https://image.tmdb.org/t/p/w200//tYdGWz9oncuhqxn5eAK5CpjCiYo.jpg
137,Man of the Year (1995),Documentary,https://image.tmdb.org/t/p/w200//s1etp9ZqcRqZVfonrdFJbQ6mgk9.jpg
140,Up Close and Personal (1996),Drama|Romance,https://image.tmdb.org/t/p/w200//2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,https://image.tmdb.org/t/p/w200//y95lQLnuNKdPAzw9F9Ab8kJ80c3.jpg
149,Amateur (1994),Crime|Drama|Thriller,https://image.tmdb.org/t/p/w200//nWUvlNxKSMdegAoY5eMOqPwMKIb.jpg
150,Apollo 13 (1995),Adventure|Drama|IMAX,https://image.tmdb.org/t/p/w200//oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg
151,Rob Roy (1995),Action|Drama|Romance|War,https://image.tmdb.org/t/p/w200//4QuypgbNYmPECAAHnV3QY8qEpOz.jpg
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,https://image.tmdb.org/t/p/w200//klm0mzHyOdYrLKXoRKD0ODCdvDG.jpg
154,Beauty of the Day (Belle de jour) (1967),Drama,
155,Beyond Rangoon (1995),Adventure|Drama|War,https://image.tmdb.org/t/p/w200//xTiy5kSP3Hetig7xB4E8INq5ron.jpg
156,Blue in the Face (1995),Comedy|Drama,https://image.tmdb.org/t/p/w200//yBFNJA95MNiasdNUPCU6otdtJE8.jpg
157,Canadian Bacon (1995),Comedy|War,https://image.tmdb.org/t/p/w200//bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg
158,Casper (1995),Adventure|Children,https://image.tmdb.org/t/p/w200//2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg
159,Clockers (1995),Crime|Drama|Mystery,https://image.tmdb.org/t/p/w200//c79uqLJleho2a7OQayfrW5Ypphf.jpg
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,https://image.tmdb.org/t/p/w200//9mqMitlulCpsttWr2fVzXFlbPKm.jpg
161,Crimson Tide (1995),Drama|Thriller|War,https://image.tmdb.org/t/p/w200//21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg
162,Crumb (1994),Documentary,https://image.tmdb.org/t/p/w200//6cLX9c12I6X1Fmg8y7fN3AFwDWF.jpg
163,Desperado (1995),Action|Romance|Western,https://image.tmdb.org/t/p/w200//e3gwpBeXpvGZsxUya9zNym5QXrw.jpg
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,https://image.tmdb.org/t/p/w200//5lcJhwKGavLbPva17QkTBhLfqEk.jpg
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,https://image.tmdb.org/t/p/w200//sOqB9iMEcbGhAgH70dbs8U58UW5.jpg
168,First Knight (1995),Action|Drama|Romance,https://image.tmdb.org/t/p/w200//xuXkCcrvUTkehVXuTGpnfySsx0Z.jpg
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,https://image.tmdb.org/t/p/w200//3wpug3W5rYBdqeAnhc1UeXLE5ZF.jpg
170,Hackers (1995),Action|Adventure|Crime|Thriller,https://image.tmdb.org/t/p/w200//qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg
171,Jeffrey (1995),Comedy|Drama,https://image.tmdb.org/t/p/w200//tHcKImp3QqG7UWdv3PzEHZX8oHT.jpg
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w200//iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg
173,Judge Dredd (1995),Action|Crime|Sci-Fi,https://image.tmdb.org/t/p/w200//aja6BILb8Efe4eJksiPs5pHd5ai.jpg
174,Jury Duty (1995),Comedy,https://image.tmdb.org/t/p/w200//DbKQDPqBE4kCaePj4CHu6r3ZAb.jpg
175,Kids (1995),Drama,https://image.tmdb.org/t/p/w200//urb5Wf4yffJQ2KwAuSPxCbOM8HA.jpg
176,Living in Oblivion (1995),Comedy,https://image.tmdb.org/t/p/w200//b54xDk98oWtEtAso9sj1wjaZDDH.jpg
177,Lord of Illusions (1995),Horror,https://image.tmdb.org/t/p/w200//miQREwapDUNwfInokjeVLt8BiNM.jpg
178,Love & Human Remains (1993),Comedy|Drama,https://image.tmdb.org/t/p/w200//cOkx3uu5FVgC902Q6Y3MxLpBWbX.jpg
179,Mad Love (1995),Drama|Romance,https://image.tmdb.org/t/p/w200//symQpsH9FFSwg1KwuA4cnGT3ryg.jpg
180,Mallrats (1995),Comedy|Romance,https://image.tmdb.org/t/p/w200//q5xdLX9qZmKgrKFIjVsaTlfVQbC.jpg
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,https://image.tmdb.org/t/p/w200//h18blchYYeoAfQHsEMGYUNbht0C.jpg
183,Mute Witness (1994),Comedy|Horror|Thriller,https://image.tmdb.org/t/p/w200//kfCIZNpb2bWspnQNkIQftQlksCU.jpg
184,Nadja (1994),Drama,https://image.tmdb.org/t/p/w200//sIZl6Oy5nn4kHKHamX50tSPF4Ob.jpg
186,Nine Months (1995),Comedy|Romance,https://image.tmdb.org/t/p/w200//z1nzYuoeTbGBrSicDxJEhJhEQz8.jpg
187,Party Girl (1995),Comedy,https://image.tmdb.org/t/p/w200//wGHpAPXwuv6mnBpyLwuntrh7VX1.jpg
189,Reckless (1995),Comedy|Fantasy,https://image.tmdb.org/t/p/w200//dSjquGjYHf03t6c3P9PtR9bV8dV.jpg
190,Safe (1995),Thriller,https://image.tmdb.org/t/p/w200//kOCpkoMUVae9UIf85gO71SyjLbW.jpg
193,Showgirls (1995),Drama,https://image.tmdb.org/t/p/w200//wIHiWN7kCELUZzbCMpMcxNC8HlS.jpg
194,Smoke (1995),Comedy|Drama,https://image.tmdb.org/t/p/w200//phvnN7OPEnlHoAZe8nsSqPDD8B0.jpg
195,Something to Talk About (1995),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w200//a52KpsmvLNdTdmDzw1fUrJONpfH.jpg
196,Species (1995),Horror|Sci-Fi,https://image.tmdb.org/t/p/w200//yEAEULEn5rraRIpymMACticTfBD.jpg
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w200//rY5BrDRcYAKE0BYmmT66YG6Uy5Q.jpg
201,Three Wishes (1995),Drama|Fantasy,https://image.tmdb.org/t/p/w200//5RjnorXfyCXPj6fnuXgdcFrb4gv.jpg
202,Total Eclipse (1995),Drama|Romance,https://image.tmdb.org/t/p/w200//e0j1zDF3ITeTbGTXFGamosCxT4z.jpg
204,Under Siege 2: Dark Territory (1995),Action,https://image.tmdb.org/t/p/w200//gElwFCQTbSK5hdK0PVyia547nst.jpg
205,Unstrung Heroes (1995),Comedy|Drama,https://image.tmdb.org/t/p/w200//cFgF5so3GFsOg2HzrEXMZxLohHK.jpg
206,Unzipped (1995),Documentary,https://image.tmdb.org/t/p/w200//cw7duiQbDRq2d9vNGB0FKt4DN9.jpg
208,Waterworld (1995),Action|Adventure|Sci-Fi,https://image.tmdb.org/t/p/w200//nyCA6UfqEPsH1lqL6YVtVf0KwwN.jpg
209,White Man's Burden (1995),Drama,https://image.tmdb.org/t/p/w200//pIgCFucYI0YvnMR35zV12YY0NHc.jpg
210,Wild Bill (1995),Western,https://image.tmdb.org/t/p/w200//g5sQTDwc4BcvRCBAhnujhBPIEO1.jpg
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,https://image.tmdb.org/t/p/w200//j3H0POtvl0Tt4Meesvp7HX6JxAv.jpg
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,https://image.tmdb.org/t/p/w200//4zsq30Zj9iAeqejEkkmclL7VnwV.jpg
214,Before the Rain (Pred dozhdot) (1994),Drama|War,https://image.tmdb.org/t/p/w200//uQrV80sPxMmuBVOoFwxdXymXg0r.jpg
215,Before Sunrise (1995),Drama|Romance,https://image.tmdb.org/t/p/w200//khKJwHxgXSpDl3iKGJ5S15I8ABI.jpg
216,Billy Madison (1995),Comedy,https://image.tmdb.org/t/p/w200//1XV42Zu9taxluIKXMeV9OSpYCSq.jpg
218,Boys on the Side (1995),Comedy|Drama,https://image.tmdb.org/t/p/w200//2dhZnfBjiza5TupvOupRU4hFAcJ.jpg
220,Castle Freak (1995),Horror,https://image.tmdb.org/t/p/w200//HJEosQRIdBzAHEdZJCUF7e5FmF.jpg
222,Circle of Friends (1995),Drama|Romance,https://image.tmdb.org/t/p/w200//dmyEriE6TsnbgkNaFOvCcXaF0Nt.jpg
223,Clerks (1994),Comedy,https://image.tmdb.org/t/p/w200//zeFhNF0SXlYIvWXpaOLuXVQ3jB4.jpg
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w200//fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg
225,Disclosure (1994),Drama|Thriller,https://image.tmdb.org/t/p/w200//dnA4QkIZZCF9wRtF8HHxWwUXVMf.jpg
227,Drop Zone (1994),Action|Thriller,https://image.tmdb.org/t/p/w200//bbveyfmq6pGrzKL0l4waeA2WHHp.jpg
228,Destiny Turns on the Radio (1995),Comedy,https://image.tmdb.org/t/p/w200//jN26Tc7aMt6oY9WbcMULi7oNGH1.jpg
229,Death and the Maiden (1994),Drama|Thriller,https://image.tmdb.org/t/p/w200//tt9svTxy7I9NFFVtm8cwEWYzuc8.jpg
230,Dolores Claiborne (1995),Drama|Thriller,https://image.tmdb.org/t/p/w200//gfCh3TEQNEoro8lq21y4zYIic4D.jpg
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,https://image.tmdb.org/t/p/w200//4LdpBXiCyGKkR8FGHgjKlphrfUc.jpg
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w200//gQt7pI7GzCiJr6kS8iTsMyaSgbr.jpg
233,Exotica (1994),Drama,https://image.tmdb.org/t/p/w200//pWcJdcIHjL3P6NaEJKeV6ONfAMV.jpg
234,Exit to Eden (1994),Comedy,https://image.tmdb.org/t/p/w200//dUtpplO9K03uYCA71Vqj9ZRkVyA.jpg
235,Ed Wood (1994),Comedy|Drama,https://image.tmdb.org/t/p/w200//A5NCOebgzXe0jPzh0mbXRWLZNr5.jpg
236,French Kiss (1995),Action|Comedy|Romance,https://image.tmdb.org/t/p/w200//phNRL2E2fa8k0NyP39T4QCIAHgt.jpg
237,Forget Paris (1995),Comedy|Romance,https://image.tmdb.org/t/p/w200//c2RwGHqWwvh7nmRKpdIyYUWMEvP.jpg
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,https://image.tmdb.org/t/p/w200//bGSXHkITArICNipXJHdRZRFhmmA.jpg
240,Hideaway (1995),Thriller,https://image.tmdb.org/t/p/w200//cYWjgxgIJrak0BTemkij3gOCbMa.jpg
241,Fluke (1995),Children|Drama,https://image.tmdb.org/t/p/w200//k7BHqoTWJPpoSpfCzzUjAduuIbX.jpg
242,Farinelli: il castrato (1994),Drama|Musical,https://image.tmdb.org/t/p/w200//i5h0ZjYobco5HRPaAU6QTlrMYw0.jpg
243,Gordy (1995),Children|Comedy|Fantasy,https://image.tmdb.org/t/p/w200//eQEyTkUBXOvvTlScjLqoFgB0zsN.jpg
246,Hoop Dreams (1994),Documentary,https://image.tmdb.org/t/p/w200//7qHwh3mFJs7ldwzGSWsBLmgecfj.jpg
247,Heavenly Creatures (1994),Crime|Drama,https://image.tmdb.org/t/p/w200//RNxP8i7w7W9yHVEnTJdYKUCH6R.jpg
248,Houseguest (1994),Comedy,https://image.tmdb.org/t/p/w200//cdiHlZho11EEqD3aPanYe1rEYRB.jpg
249,Immortal Beloved (1994),Drama|Romance,https://image.tmdb.org/t/p/w200//meRFVzGpBJiObWfdtOoNr0UPsP4.jpg
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,https://image.tmdb.org/t/p/w200//uN65XQzyPknLZs2R6koZ2Cu6eGC.jpg
252,I.Q. (1994),Comedy|Romance,https://image.tmdb.org/t/p/w200//1dLR9LX4O8DSyaU5OR3N0472IR.jpg
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,https://image.tmdb.org/t/p/w200//2162lAT2MP36MyJd2sttmj5du5T.jpg
254,Jefferson in Paris (1995),Drama,https://image.tmdb.org/t/p/w200//5rbb3tJTPM86cSALPCZz0yx9IxC.jpg
256,Junior (1994),Comedy|Sci-Fi,https://image.tmdb.org/t/p/w200//eQmgPrXf7c7daRdl3Zwgm65lw3o.jpg
257,Just Cause (1995),Mystery|Thriller,https://image.tmdb.org/t/p/w200//z8WqDIUC00TPX6U24ah0C7IMEKf.jpg
259,Kiss of Death (1995),Crime|Drama|Thriller,https://image.tmdb.org/t/p/w200//uPZZRMeaXYcCXofAaYx5BAzXMYk.jpg
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,https://image.tmdb.org/t/p/w200//6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg
261,Little Women (1994),Drama,https://image.tmdb.org/t/p/w200//yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg
263,Ladybird Ladybird (1994),Drama,https://image.tmdb.org/t/p/w200//91KSK1xKdVEIDASKRo9ahBFCtM2.jpg
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,https://image.tmdb.org/t/p/w200//itwUdMqLmPfhtGJ44hiDxkqZhiq.jpg
266,Legends of the Fall (1994),Drama|Romance|War|Western,https://image.tmdb.org/t/p/w200//t1KPGlW0UGd0m515LPQmk2F4nu1.jpg
267,Major Payne (1995),Comedy,https://image.tmdb.org/t/p/w200//kWHx5eq7PELkF3If7LrrhuBskRG.jpg
269,My Crazy Life (Mi vida loca) (1993),Drama,https://image.tmdb.org/t/p/w200//cSCV25dOBMtQMixsUJYTLB7YjCK.jpg
270,Love Affair (1994),Drama|Romance,https://image.tmdb.org/t/p/w200//mQMCPf0GUaOjKYFTdmL8w8udnJX.jpg
271,Losing Isaiah (1995),Drama,https://image.tmdb.org/t/p/w200//oHALKuPewtqIn2BcluZsGvcEG1P.jpg
